Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
46,"N Hack, M Bahar, C Hühne, W Lopez, S Gantner…","Development of a robot-based multi-directional dynamic fiber winding process for additive manufacturing using shotcrete 3D printing",2021,"Fibers","mdpi.com","https://www.mdpi.com/2079-6439/9/6/39","https://scholar.google.com/scholar?cites=1324213375593160623&as_sdt=2005&sciodt=2007&hl=en",56,"2026-01-26 18:01:20","HTML","","",,,,,,46,9.20,8,6,5,"… meshes by a dynamic fiber winding process such that it subsequently enables the automated direct deposition of concrete onto the meshes as well as the automated surface finishing (…","https://www.mdpi.com/2079-6439/9/6/39","https://scholar.google.com/scholar?q=related:rx8NkwyNYBIJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
8,"F Bos, C Menna, A Robens-Radermacher…","Mechanical properties of 3D printed concrete: a RILEM TC 304-ADC interlaboratory study—approach and main results",2025,"Materials and …","Springer","https://link.springer.com/article/10.1617/s11527-025-02686-x","https://scholar.google.com/scholar?cites=2516261407930939934&as_sdt=2005&sciodt=2007&hl=en",57,"2026-01-26 18:01:20","HTML","10.1617/s11527-025-02686-x","",,,,,,8,8.00,2,4,1,"… Moving from casting/pouring approach to the 3D concrete printing process, we first analyzed the overall settings adopted by the different laboratories. Specifically, when observing the …","https://link.springer.com/article/10.1617/s11527-025-02686-x","https://scholar.google.com/scholar?q=related:Hnq_NWuO6yIJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
1,"A Aslaminezhad, A Hidding, H Bier, G Calabrese","In-Situ vs. Prefab 3D Printing Considerations for CO2-free Pop-up Architecture",2024,"Spool","researchportal.hw.ac.uk","https://researchportal.hw.ac.uk/en/publications/in-situ-vs-prefab-3d-printing-considerations-for-co2-free-pop-up-","https://scholar.google.com/scholar?cites=14997742259313017995&as_sdt=2005&sciodt=2007&hl=en",58,"2026-01-26 18:01:20","","","",,,,,,1,0.50,0,4,2,"… CONPrint3D, for instance, is an extrusion-based printing method for on-site, monolithic 3D concrete printing that provides high mechanical strength and consistent printability to the …","https://researchportal.hw.ac.uk/files/141354541/SPOOL-11_01_2024_ASLAMINEZHAD.pdf","https://scholar.google.com/scholar?q=related:i4Q3lx-vItAJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
6,"N Hack, C Jantzen, L Brohmann, M Gerke…","A closed-loop workflow for quality inspection and integrated post-processing of 3D-printed concrete elements",2022,"… Conference on Concrete …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-06116-5_54","https://scholar.google.com/scholar?cites=8713003293926493365&as_sdt=2005&sciodt=2007&hl=en",59,"2026-01-26 18:01:20","","10.1007/978-3-031-06116-5_54","",,,,,,6,1.50,1,5,4,"… Various defects in second layer printing and subtractive surface finishing: (a) Temporary clogging of the spray nozzle; (b) variations in air pressure or accelerator flow rate; (c) Deviations …","https://www.researchgate.net/profile/Karam-Mawas/publication/361531763_A_Closed-Loop_Workflow_for_Quality_Inspection_and_Integrated_Post-processing_of_3D-Printed_Concrete_Elements/links/68b5b7cb7984e374acecd22f/A-Closed-Loop-Workflow-for-Quality-Inspection-and-Integrated-Post-processing-of-3D-Printed-Concrete-Elements.pdf","https://scholar.google.com/scholar?q=related:tQxMFVXO6ngJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
11,"B Everett, J Soto, P Bakhshi…","Exploring 3D printing potentials for sustainable, resilient, and affordable housing",2022,"Creative …","repozitorium.omikk.bme.hu","https://repozitorium.omikk.bme.hu/server/api/core/bitstreams/91188c24-5c43-4dc1-931c-eba1c6cc6004/content","https://scholar.google.com/scholar?cites=13200522668908732535&as_sdt=2005&sciodt=2007&hl=en",60,"2026-01-26 18:01:20","PDF","","",,,,,,11,2.75,3,4,4,"The construction industry showed remarkable resiliency during the global pandemic, and it is a worldwide engine for economic growth. However, many construction companies are …","https://repozitorium.omikk.bme.hu/server/api/core/bitstreams/91188c24-5c43-4dc1-931c-eba1c6cc6004/content","https://scholar.google.com/scholar?q=related:d-DLkW2tMbcJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
86,"Z Liu, M Li, Y Weng, Y Qian, TN Wong…","Modelling and parameter optimization for filament deformation in 3D cementitious material printing using support vector machine",2020,"Composites Part B …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1359836819328410","https://scholar.google.com/scholar?cites=12099912582293764738&as_sdt=2005&sciodt=2007&hl=en",61,"2026-01-26 18:01:20","HTML","","",,,,,,86,14.33,14,6,6,"The material flow mechanism affects the printing quality considerably in 3D cementitious material printing (3DCMP) area. A numerical model was developed to investigate the material …","https://www.sciencedirect.com/science/article/pii/S1359836819328410","https://scholar.google.com/scholar?q=related:gjrmsGKG66cJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
4,"R Dörrie, S Gantner, FS Amiri, L Lachmayer, M David…","From Digital to Real: Optimised and Functionally Integrated Shotcrete 3D Printing Elements for Multi-Storey Structures",2025,"Buildings","mdpi.com","https://www.mdpi.com/2075-5309/15/9/1461","https://scholar.google.com/scholar?cites=8147634320739674721&as_sdt=2005&sciodt=2007&hl=en",62,"2026-01-26 18:01:20","HTML","","",,,,,,4,4.00,1,6,1,"… additionally a cover layer of concrete and surface finishing were applied to achieve high-… The challenges occurring with 3D concrete printing collectively affect the efficiency, reliability…","https://www.mdpi.com/2075-5309/15/9/1461","https://scholar.google.com/scholar?q=related:YSp4Jz82EnEJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
3,"B Mallikarjuna, MNS Hareeswar…","Applications of additive manufacturing in construction and building industries",2023,"… Implementations of Additive …","Springer","https://link.springer.com/chapter/10.1007/978-981-99-5949-5_12","https://scholar.google.com/scholar?cites=2476379689542037290&as_sdt=2005&sciodt=2007&hl=en",63,"2026-01-26 18:01:20","","10.1007/978-981-99-5949-5_12","",,,,,,3,1.00,1,3,3,"… This chapter’s motto is to shed light on the potential 3D concrete printing (3DCP) processes in construction and building applications. Mainly focused on the material extrusion-based …","","https://scholar.google.com/scholar?q=related:Ki8lDDXeXSIJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
0,"R Berweiler, S Saleh","Exploration of the advancements and potential of 3DCP",2024,"Editors","d-nb.info","https://d-nb.info/1332696228/34#page=38","",64,"2026-01-26 18:01:20","PDF","","",,,,,,0,0.00,0,2,2,"… design when creating a largescale structure using 3D Concrete Printing (3DCP). Additionally, it … but with the difference in the outer surface finishing quality, however inadequate material …","https://d-nb.info/1332696228/34#page=38","https://scholar.google.com/scholar?q=related:6LvsqDZYq9YJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
20,"P Rennen, S Gantner, G Dielemans, L Bleker…","Robotic knitcrete: computational design and fabrication of a pedestrian bridge using robotic shotcrete on a 3D-Knitted formwork",2023,"Frontiers in Built …","frontiersin.org","https://www.frontiersin.org/journals/built-environment/articles/10.3389/fbuil.2023.1269000/full","https://scholar.google.com/scholar?cites=5411614176956655963&as_sdt=2005&sciodt=2007&hl=en",65,"2026-01-26 18:01:20","HTML","10.3389/fbuil.2023.1269000","",,,,,,20,6.67,4,5,3,"… For the upper, overlying topping layers, the water content was increased to 3.9 L/25 kg to reduce the materials’ yield stress and viscosity for easier surface finishing in the fresh-state …","https://www.frontiersin.org/journals/built-environment/articles/10.3389/fbuil.2023.1269000/full","https://scholar.google.com/scholar?q=related:Wyn4BmzqGUsJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
8,"SY Mak, KL Tam, CHB Yung, WFE Yau","Hybrid metal 3D printing for selective polished surface",2021,"Materials science forum","Trans Tech Publ","https://www.scientific.net/MSF.1027.136","https://scholar.google.com/scholar?cites=2507830267878607148&as_sdt=2005&sciodt=2007&hl=en",66,"2026-01-26 18:01:20","","","",,,,,,8,1.60,2,4,5,"… We employed powder bed fusion additive manufacturing of metal alloy in comparison of surface finishing achieved by sintering alone and that by hybrid manufacturing, which involves …","","https://scholar.google.com/scholar?q=related:LIngcVeazSIJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
4,"R Naboni, L Breseghello","Additive Formwork: Examining Design, Fabrication Space and Resolution for Bespoke Concrete Elements",2022,"… and Technology: Smart Techniques in Urban …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-11232-4_22","https://scholar.google.com/scholar?cites=14810949846101317112&as_sdt=2005&sciodt=2007&hl=en",67,"2026-01-26 18:01:20","","10.1007/978-3-031-11232-4_22","",,,,,,4,1.00,2,2,4,"… The lightweight nature and high-quality surface finishing are the benefits of such technology… ) and industrial projects focusing on direct 3D Concrete Printing (3DCP) where the need for …","https://portal.findresearcher.sdu.dk/files/218310857/Naboni_Breseghello_Additive_Formwork._Examining_Design_Fabrication_Space_and_Resolution_for_Bespoke_Concrete_Elements.pdf","https://scholar.google.com/scholar?q=related:-NX-ymkQi80J:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
0,"MB Lu, MXZ Li, J Tan, YWD Tay…","Three-dimensional (3D) printing for building and construction",2022,"… : The Industrialization of"" …","books.google.com","https://books.google.com/books?hl=en&lr=&id=o6NgEAAAQBAJ&oi=fnd&pg=PA345&dq=%223d+concrete+printing%22+%22surface+finishing%22&ots=Rrw8VMrQ5n&sig=nj-71AZ4onBBGMuRh-PyYLwr3Gs","",68,"2026-01-26 18:01:20","","","",,,,,,0,0.00,0,5,4,"… One of the major economic drivers of 3D concrete printing (3DCP) is the potential to eliminate … used a rotational rectangular-shaped outlet to enhance the surface finishing of the printing. …","","https://scholar.google.com/scholar?q=related:GJ7Rjpada4cJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
1,"LA Vergara, HA Colorado","Portland 3D Printing of Portland Cement Pastes with Additions of Kaolin, Superplastificant, and Calcium Carbonate",2020,"TMS 2020 149th Annual Meeting &Exhibition …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-36296-6_20","https://scholar.google.com/scholar?cites=12160398223118711882&as_sdt=2005&sciodt=2007&hl=en",69,"2026-01-26 18:01:20","","10.1007/978-3-030-36296-6_20","",,,,,,1,0.17,1,2,6,"… The mortar pastes with 20 and 30 wt% of sand contents allow extruding up to 87 wt% of the material contained in the extruder and present a bad surface finishing. The pastes with 10 wt…","","https://scholar.google.com/scholar?q=related:SjxIYMFpwqgJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
17,"SA Prieto, N Giakoumidis…","AutoCIS: an automated construction inspection system for quality inspection of buildings",2021,"ISARC. Proceedings of the …","researchgate.net","https://www.researchgate.net/profile/Samuel_Prieto2/publication/355875485_AutoCIS_An_Automated_Construction_Inspection_System_for_Quality_Inspection_of_Buildings/links/618278f03c987366c31dd438/AutoCIS-An-Automated-Construction-Inspection-System-for-Quality-Inspection-of-Buildings.pdf","https://scholar.google.com/scholar?cites=17334068562173631617&as_sdt=2005&sciodt=2007&hl=en",70,"2026-01-26 18:01:20","PDF","","",,,,,,17,3.40,6,3,5,"… as mapping the environment, block placing, or 3D concrete printing coordination [6]–[8]. … be able to identify defects regarding the surface finishing of the construction element. Some …","https://www.researchgate.net/profile/Samuel_Prieto2/publication/355875485_AutoCIS_An_Automated_Construction_Inspection_System_for_Quality_Inspection_of_Buildings/links/618278f03c987366c31dd438/AutoCIS-An-Automated-Construction-Inspection-System-for-Quality-Inspection-of-Buildings.pdf","https://scholar.google.com/scholar?q=related:gRygeIT7jvAJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
15,"R Naboni, L Breseghello","High-resolution additive formwork for building-scale concrete panels",2020,"… Conference on Concrete and Digital Fabrication","Springer","https://link.springer.com/chapter/10.1007/978-3-030-49916-7_91","https://scholar.google.com/scholar?cites=5151643953148469952&as_sdt=2005&sciodt=2007&hl=en",71,"2026-01-26 18:01:20","","10.1007/978-3-030-49916-7_91","",,,,,,15,2.50,8,2,6,"… The formworks were joined in pairs to obtain a stable geometry during printing, with a continuous toolpath to enhance the fabrication speed and surface finishing. Integrated into the …","https://portal.findresearcher.sdu.dk/files/174412079/Naboni_Breseghello_High_Resolution_Additive_Formwork_for_Building_Scale_Concrete_Panels.pdf","https://scholar.google.com/scholar?q=related:wCK0fOFQfkcJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
2,"A Palazzo","How 3D Printers for Houses Can Reduce CO 2 Emissions.",2025,"Buildings (2075-5309)","search.ebscohost.com","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20755309&AN=183342021&h=lbzNbE6BGbwN1nXLAtC0T4Of%2BTK0pbQdlLiPi1HPF%2BN5WsTLbe%2BGueXpyKirmhLLRAZWP0SbF4xc%2FOWc44Wing%3D%3D&crl=c","https://scholar.google.com/scholar?cites=4768358397243509596&as_sdt=2005&sciodt=2007&hl=en",72,"2026-01-26 18:01:20","","","",,,,,,2,2.00,2,1,1,"… construction industry: The comparative competitiveness of 3D concrete printing. Appl. Sci. … 3D Concrete Printing of Buildings by Several Companies. Buildings 2023, 13, 106. [CrossRef] …","https://search.proquest.com/openview/92f9a1b6edeae3b6c699edf03085eb95/1?pq-origsite=gscholar&cbl=2032422","https://scholar.google.com/scholar?q=related:XEtzzbKcLEIJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
43,"Q Munir, T Kärki","Cost analysis of various factors for geopolymer 3D printing of construction products in factories and on construction sites",2021,"Recycling","mdpi.com","https://www.mdpi.com/2313-4321/6/3/60","https://scholar.google.com/scholar?cites=2323434735306997553&as_sdt=2005&sciodt=2007&hl=en",73,"2026-01-26 18:01:20","HTML","","",,,,,,43,8.60,22,2,5,"The utilization of geopolymer 3D printing for construction products in recent years has been exceptionally substantial, owing to their low carbon dioxide emissions, high-performance …","https://www.mdpi.com/2313-4321/6/3/60","https://scholar.google.com/scholar?q=related:Mf_G6JR_PiAJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
35,"W McGee, TY Ng, K Yu, VC Li","Extrusion nozzle shaping for improved 3DP of engineered cementitious composites (ECC/SHCC)",2020,"RILEM International Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-49916-7_89","https://scholar.google.com/scholar?cites=15248831956586295623&as_sdt=2005&sciodt=2007&hl=en",74,"2026-01-26 18:01:20","","10.1007/978-3-030-49916-7_89","",,,,,,35,5.83,9,4,6,"This paper focuses on the development of a nozzle steering and shaping system for concrete 3D printing (3DCP) of Engineered/Strain Hardening Cementitious Composites (ECC/SHCC…","https://acemrl.engin.umich.edu/wp-content/uploads/sites/412/2020/10/McGee2020_Chapter_ExtrusionNozzleShapingForImpro.pdf","https://scholar.google.com/scholar?q=related:R3Hza9-7ntMJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
27,"M David, N Freund, K Dröder, D Lowke","The effects of nozzle diameter and length on the resulting strand properties for shotcrete 3D printing",2023,"Materials and Structures","Springer","https://link.springer.com/article/10.1617/s11527-023-02246-1","https://scholar.google.com/scholar?cites=17474270806462201319&as_sdt=2005&sciodt=2007&hl=en",75,"2026-01-26 18:01:20","HTML","10.1617/s11527-023-02246-1","",,,,,,27,9.00,7,4,3,"… , Switzerland), resulting in 9 degrees of freedom (DOF) for processes such as SC3DP, while the other has a milling device mounted for supporting processes such as surface finishing …","https://link.springer.com/article/10.1617/s11527-023-02246-1","https://scholar.google.com/scholar?q=related:530oQLcUgfIJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
5,"G Isaac, P Nicholas, G Paul, N Pietroni…","Automated Shotcrete: A More Sustainable Construction Technology",2024,"… : Concepts and Practices","Springer","https://link.springer.com/chapter/10.1007/978-3-031-47215-2_19","https://scholar.google.com/scholar?cites=4191433793873153074&as_sdt=2005&sciodt=2007&hl=en",76,"2026-01-26 18:01:20","","10.1007/978-3-031-47215-2_19","",,,,,,5,2.50,1,5,2,"… their approach could be compatible with mesh mould in the application of surface finishing. … , while creating a foundation for the surface finishing, using a trowelling process (a 3-axes …","https://www.researchgate.net/profile/Geoff-Isaac/publication/378031053_Automated_Shotcrete_A_More_Sustainable_Construction_Technology/links/65c6f2881e1ec12eff7dfd2e/Automated-Shotcrete-A-More-Sustainable-Construction-Technology.pdf","https://scholar.google.com/scholar?q=related:MoxgD9T2KjoJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
16,"SA Khan, A Al Rashid, J Muhammad…","3D printing technology for rapid response to climate change: Challenges and emergency needs",2024,"Intelligent and …","sciepublish.com","https://www.sciepublish.com/article/pii/132","https://scholar.google.com/scholar?cites=3234327959428314918&as_sdt=2005&sciodt=2007&hl=en",77,"2026-01-26 18:01:20","HTML","","",,,,,,16,8.00,4,4,2,"… of extrusion-based 3D concrete printing (3DCP) and its … advancement trajectory in 3D concrete printing for bridges, … these techniques, such as surface finishing, mechanical properties of …","https://www.sciepublish.com/article/pii/132","https://scholar.google.com/scholar?q=related:JrfWlCSk4iwJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
0,"PHC Drumond, LB Soares, JVF Altoé, CS Altoé…","Evaluation of Materials and Additives on the Printability and Buildability of Mortars for 3D Printing",2025,"Journal of Building …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2352710225026142","",78,"2026-01-26 18:01:20","HTML","","",,,,,,0,0.00,0,5,1,"Additive manufacturing of cementitious materials has gained prominence in research and construction. Studies suggest that fine materials, such as fillers and silica fume, along with …","https://www.sciencedirect.com/science/article/pii/S2352710225026142","https://scholar.google.com/scholar?q=related:dQ8SW3qGSmcJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
8,"A Sahu, B Panda","A TSP-based continuous path planning for additive manufacturing of concrete",2025,"Progress in Additive Manufacturing","Springer","https://link.springer.com/article/10.1007/s40964-024-00746-2","https://scholar.google.com/scholar?cites=17827804380339274770&as_sdt=2005&sciodt=2007&hl=en",79,"2026-01-26 18:01:20","HTML","10.1007/s40964-024-00746-2","",,,,,,8,8.00,4,2,1,"… Additive manufacturing of concrete (AMoC), also called 3D concrete printing, enables the creation of complex architectural forms through incremental fabrication. Compared to …","https://link.springer.com/article/10.1007/s40964-024-00746-2","https://scholar.google.com/scholar?q=related:EoRGz6AVafcJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
0,"A Sahu, B Panda","An additive manufacturing-oriented design approach for digital construction",2025,"Rapid Prototyping Journal","emerald.com","https://www.emerald.com/rpj/article-abstract/doi/10.1108/RPJ-04-2025-0159/1308611","",80,"2026-01-26 18:01:20","","10.1108/RPJ-04-2025-0159/1308611","",,,,,,0,0.00,0,2,1,"… Additive manufacturing of concrete (AMoC), also known as 3D concrete printing (3DCP), is … by a post-processing step for curing and surface finishing. The flowchart concludes at the end …","https://www.researchgate.net/profile/Akshay-Sahu/publication/397255402_An_additive_manufacturing-oriented_design_approach_for_digital_construction/links/6911bab0368b49329faaa313/An-additive-manufacturing-oriented-design-approach-for-digital-construction.pdf","https://scholar.google.com/scholar?q=related:a3WvZQJloqcJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
25,"S Na, S Kim, S Moon","Additive manufacturing (3D Printing)-applied construction: Smart node system for an irregular building façade",2022,"Journal of Building Engineering","Elsevier","https://www.sciencedirect.com/science/article/pii/S2352710222007562","https://scholar.google.com/scholar?cites=16651858726424252738&as_sdt=2005&sciodt=2007&hl=en",81,"2026-01-26 18:01:20","HTML","","",,,,,,25,6.25,8,3,4,"This paper presents a proposed node system for an actual building project, named the Galleria Department Store (GDS). The exterior of the building was designed as an irregular shape …","https://www.sciencedirect.com/science/article/pii/S2352710222007562","https://scholar.google.com/scholar?q=related:QpGBTklJF-cJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
0,"MSBA Bakar","Multi Objective Parameters Optimisation of Kenaf Cementitious Composites Material for 3D Printing Applications",2023,"","search.proquest.com","https://search.proquest.com/openview/8c5efc44c501d1a2442d2d6a31c54758/1?pq-origsite=gscholar&cbl=2026366&diss=y","",82,"2026-01-26 18:01:20","HTML","","",,,,,,0,0.00,0,1,3,"… in 3D concrete printing are flowability and stability (Buswell et al., 2018; Owen-Hill, 2019). 3D Concrete Printing … For better surface finishing, side trowels can also be used in the nozzle …","https://search.proquest.com/openview/8c5efc44c501d1a2442d2d6a31c54758/1?pq-origsite=gscholar&cbl=2026366&diss=y","https://scholar.google.com/scholar?q=related:bV-gRhR5c1QJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
4,"RE Przekop, R Konieczna, J Głowacka…","3D printing in art: use of thermoplastics and ceramics—the current state and limitations resulting from the possibilities of technology",2025,"Progress in Additive …","Springer","https://link.springer.com/article/10.1007/s40964-025-01015-6","https://scholar.google.com/scholar?cites=15702567256853566950&as_sdt=2005&sciodt=2007&hl=en",83,"2026-01-26 18:01:20","HTML","10.1007/s40964-025-01015-6","",,,,,,4,4.00,1,4,1,"The applications of 3D printing in art are a fascinating topic, but they have their controversies and limitations often overlooked in the literature. The artistic area is often presented as a …","https://link.springer.com/article/10.1007/s40964-025-01015-6","https://scholar.google.com/scholar?q=related:5tVvbrm56tkJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
0,"FH Jan","Prototypical implementation of an additively manufactured modular ceiling and load-bearing capacity investigations of 3D-printed slab modules",2025,"","… učení technické v Praze. Vypočetní a …","","",84,"2026-01-26 18:01:20","CITATION","","",,,,,,0,0.00,0,1,1,"","","https://scholar.google.com/scholar?q=related:9AYnqM_-PqwJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
21,"S Ercan Jenny, E Lloret-Fritschi, D Jenny…","Robotic plaster spraying: Crafting surfaces with adaptive thin-layer printing",2022,"3D Printing and …","liebertpub.com","https://www.liebertpub.com/doi/abs/10.1089/3dp.2020.0355","https://scholar.google.com/scholar?cites=10265130151767016868&as_sdt=2005&sciodt=2007&hl=en",85,"2026-01-26 18:01:20","","10.1089/3dp.2020.0355","",,,,,,21,5.25,5,4,4,"… Another example can be found in the S-3DCP research by NTU, 11 which investigates the effect of process parameters on material distribution in a spray-based 3D concrete printing …","https://www.liebertpub.com/doi/pdf/10.1089/3dp.2020.0355","https://scholar.google.com/scholar?q=related:pIU5bXwRdY4J:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
0,"S Kumar, A Kumar, A Pundir, A Dwivedi…","Low-clay soil as fine aggregate in 3D printed concrete: insights into fresh and hardened properties",2025,"Journal of …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/21650373.2025.2505750","",86,"2026-01-26 18:01:20","","10.1080/21650373.2025.2505750","",,,,,,0,0.00,0,5,1,"… during extrusion, allowing for better printing and surface finishing [Citation16]. Another common … On the other hand, in the case of 3D concrete printing, although the addition of soil …","https://www.tandfonline.com/doi/pdf/10.1080/21650373.2025.2505750","https://scholar.google.com/scholar?q=related:QgOg0Z0RCuAJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
63,"J Jagoda, B Diggs-McGee, M Kreiger, S Schuldt","The viability and simplicity of 3D-Printed construction: A military case study",2020,"Infrastructures","mdpi.com","https://www.mdpi.com/2412-3811/5/4/35","https://scholar.google.com/scholar?cites=12537629082693113490&as_sdt=2005&sciodt=2007&hl=en",87,"2026-01-26 18:01:20","HTML","","",,,,,,63,10.50,16,4,6,"… layers as they are being extruded; concrete printing, a wet extrusion method used to print both the perimeter and infill of structures without incorporating trowels for surface finishing; and …","https://www.mdpi.com/2412-3811/5/4/35","https://scholar.google.com/scholar?q=related:kpaHNzmb_q0J:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
53,"E Hosseini, M Zakertabrizi, A Habibnejad Korayem…","Orbital overlapping through induction bonding overcomes the intrinsic delamination of 3D-printed cementitious binders",2020,"ACS …","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/acsnano.0c02038","https://scholar.google.com/scholar?cites=7649010089975092536&as_sdt=2005&sciodt=2007&hl=en",88,"2026-01-26 18:01:20","","10.1021/acsnano.0c02038","",,,,,,53,8.83,13,4,6,"3D printing of cementitious materials holds a great promise for construction due to its rapid, consistent, modular, and geometry-controlled ability. However, its major drawback is low …","https://pubs.acs.org/doi/pdf/10.1021/acsnano.0c02038","https://scholar.google.com/scholar?q=related:OBVYkCa-JmoJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
99,"R Guamán-Rivera, A Martínez-Rocamora…","Recent developments and challenges of 3D-printed construction: A review of research fronts",2022,"Buildings","mdpi.com","https://www.mdpi.com/2075-5309/12/2/229","https://scholar.google.com/scholar?cites=9856469268052191873&as_sdt=2005&sciodt=2007&hl=en",89,"2026-01-26 18:01:20","HTML","","",,,,,,99,24.75,33,3,4,"In the last few years, scattered experiences of the application of additive manufacturing in the construction of buildings using 3D printing with robots or automated equipment have …","https://www.mdpi.com/2075-5309/12/2/229","https://scholar.google.com/scholar?q=related:gSrO1ZM2yYgJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22surface+finishing%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
